955:0.00480734,0.00248435,0.00038121,-0.00340769,-0.00403497,-0.00967243,0.01108153,0.01437241,0.00142008,-0.01902106,0.00000080,-0.00432863,0.00789176,0.01115888,-0.00692137,-0.00265977,0.01272875,0.00692966,-0.00939464,-0.00360904,0.01148220,0.01546976,0.00987024,-0.02875071,-0.00677819,0.00206174,0.00623578,0.00276931,-0.00300533,-0.01764116,-0.00443796,-0.00879480,0.00990591,-0.01560130,-0.00772534,-0.01325881,-0.00152794,-0.00710771,-0.00271563,0.00402461,0.00364507,0.01882472,-0.00353576,-0.00362223,0.00812767,0.01788431,-0.00666129,-0.00212015,-0.00015624,-0.00848133,-0.00047929,0.01079652,-0.00570573,0.01717288,0.00727154,0.01163465,0.00306710,0.00613669,-0.00989276,0.00169626,0.00030233,0.00577606,-0.00496847,-0.00047744,0.00758186,0.02572253,-0.01211672,0.01238986,-0.00430818,-0.00656257,-0.00665243,0.01156878,0.00369602,0.00057141,-0.00715460,-0.00538364,-0.01324929,0.00397166,0.00722550,0.02405898,-0.00076596,-0.00916249,0.00935220,0.00432011,0.00266870,-0.00766154,-0.01095883,0.00188783,-0.00256515,-0.00259679,-0.00319873,-0.00500159,0.01768832,-0.00779393,-0.00337613,-0.01516867,0.01310206,-0.00410481,-0.00787340,0.00981612,-0.00152867,0.02076720,-0.00944629,-0.00695406,-0.00933427,-0.00330976,0.01118597,-0.01113264,0.00118716,-0.00882706,-0.00046628,-0.00360494,-0.00467656,-0.00389959,0.00366604,-0.01107698,0.00126197,0.00478469,0.00304517,0.02049302,-0.00241390,0.00565510,0.00516277,0.00653813,-0.00577002,-0.01171481,0.00362437,0.00234405
898:0.00891339,-0.00414902,-0.00249899,0.00410425,-0.00501173,-0.00897229,-0.00015733,0.01428952,-0.00395128,-0.00325686,0.00196363,-0.01069520,0.00098112,0.00605811,-0.00147019,0.00391652,0.00482317,-0.00539979,-0.00037709,-0.00505081,0.00534610,0.00882555,-0.00279929,-0.01759373,-0.00334734,-0.00066685,-0.00235570,0.00408701,-0.00541861,-0.01080962,0.00666988,-0.00394950,0.01079657,-0.00730992,-0.00488701,-0.00586195,0.00283741,0.00164282,0.00232395,0.00571662,-0.00288157,0.00519805,-0.00442714,0.01243055,0.00479441,0.00967623,-0.01041490,0.00142702,-0.01409944,-0.00086885,0.00732874,0.00383515,0.00999668,0.00769017,0.00152024,0.00104778,0.00560428,0.00442574,-0.00808851,0.00730446,-0.00240635,-0.00085171,0.00579892,0.01342728,0.01050468,0.01274934,-0.01842606,0.00846994,0.00380301,-0.00747605,-0.00037939,0.00725580,-0.00812391,-0.00574924,-0.00568530,0.00283896,-0.00031513,0.00466199,0.00348211,0.01161833,-0.00222874,0.00111199,0.01684491,0.00801490,0.00332943,-0.00980061,-0.00850932,0.00501892,0.00783057,-0.00336301,-0.01174699,-0.00158947,0.00272988,-0.00167548,-0.00981894,-0.00489464,0.00526971,-0.01131728,0.00194265,0.01506062,0.00462774,0.01650155,-0.00876464,0.00023466,-0.00063063,-0.00711558,-0.00019438,-0.00964721,0.00085017,-0.01513924,0.00631926,-0.00775413,-0.00230484,-0.00504274,-0.00071707,-0.01352114,0.00465771,0.00778683,0.00541413,0.01439262,-0.00396999,-0.00334318,-0.00413569,-0.00222595,-0.01412845,-0.00467839,0.00298965,0.00513788
483:0.01801139,0.00475093,-0.00066783,-0.00631196,-0.00390011,-0.00893675,0.00645170,0.02284577,-0.00452925,-0.00768545,0.00091828,-0.00776350,0.00528844,0.00350259,0.00584805,0.00066168,-0.00050093,-0.00135751,-0.01339639,-0.01044800,0.01105184,0.01268951,0.00659439,-0.02126152,-0.00395562,0.01100849,-0.00066565,-0.00554172,-0.00291830,-0.01329077,-0.00460579,-0.01614232,0.00933030,-0.00702222,0.00009074,-0.01047371,0.00276529,0.00688302,0.00543466,0.00938705,0.01407426,0.02564912,-0.00974564,-0.00207485,-0.00325195,0.01390068,-0.00514658,0.00038934,-0.01498249,-0.00669366,0.00950588,-0.00311674,0.00362703,0.00914586,0.00366070,0.01239251,-0.01186355,0.01494507,-0.01803865,0.00199475,-0.01182960,-0.01345653,0.00529325,0.00038028,0.00705653,0.00812462,-0.01918626,0.00497423,-0.00526246,0.00027502,-0.00951740,0.01435102,-0.01580546,-0.01162176,-0.00192694,-0.01368129,-0.01025508,0.00779060,0.00924088,0.00478021,0.00466057,0.00239909,0.01438716,0.00484082,-0.00296924,-0.00876406,-0.01097989,0.01864796,0.01219694,0.00287380,-0.00917397,-0.00828314,0.01486724,-0.00298683,-0.00895190,-0.00898071,0.00271547,0.00804827,-0.01336046,0.00918652,0.00374950,0.01666748,-0.01201676,-0.00694955,-0.01090985,-0.01141455,0.01413650,-0.02195403,-0.01029850,-0.01533165,0.01045332,-0.01081281,-0.00044681,0.00154518,-0.01242708,-0.01919181,0.00181374,0.00459438,0.00802265,0.00638393,-0.01130360,-0.00419040,-0.01741042,-0.00262126,0.00109474,0.00085560,-0.00113884,-0.01155968
35:0.00611388,-0.01527571,-0.00154036,-0.00536468,-0.00099552,-0.00689683,-0.00358162,0.00621162,0.00794357,-0.00554919,0.00157509,0.00018056,-0.00173365,0.00817196,0.00230455,0.01036719,-0.00236884,0.00417836,-0.00737517,-0.01812476,0.00362847,0.01069958,0.00120700,-0.01115831,-0.00193222,-0.00345795,0.00110296,-0.00004772,0.00015854,-0.00929262,0.00951895,-0.00932100,0.00357090,-0.01060994,-0.00385400,0.00145712,-0.00503810,-0.00821890,0.00392367,0.00544702,-0.00173366,0.00731597,-0.00666529,0.00435165,-0.00360079,0.01037091,-0.00650283,-0.00380262,-0.00840838,-0.00498956,0.00229926,0.00748289,0.00293963,0.01403968,0.00025284,0.00103586,-0.00309384,0.00387317,0.00032947,-0.00388292,-0.00083256,-0.00383318,0.01083238,-0.00243753,0.00850329,0.01525486,-0.01392591,0.00875323,-0.00306402,-0.00319705,-0.00508440,0.00684847,-0.01179912,-0.00177243,-0.00835765,-0.00228916,0.00174536,0.00613027,0.00827184,0.01223977,-0.00144909,0.00213306,0.00851443,0.00108719,-0.00440008,-0.00925879,-0.00480826,0.00914586,0.00427284,-0.00087861,-0.01691566,-0.00038672,0.00483036,0.00055045,-0.01108455,-0.01354174,0.01164717,0.00059023,-0.00504468,0.00553395,0.00506914,0.01989231,-0.00069722,0.00040586,-0.00196826,0.00263010,0.00812978,-0.00621678,-0.00077253,-0.01047621,0.00976232,-0.00955721,0.00002650,-0.01144803,0.00535773,-0.00095427,0.00294193,0.00914773,0.00808885,0.00357869,-0.00611259,-0.00032688,0.00705440,0.00644019,-0.00730888,0.00351944,-0.00421040,0.00103841
645:0.00812481,-0.00999588,0.00254253,-0.00235647,-0.00657945,-0.01440021,0.00099621,0.00919482,0.00469989,-0.00287903,0.00831733,0.00092419,-0.00093341,0.00356586,-0.00329213,0.01440690,0.00022835,0.00959569,-0.02257813,-0.02192825,0.00328281,0.01574010,0.00823755,-0.02496802,0.00491542,-0.00873965,0.00033752,0.00503918,-0.00315997,-0.01103443,0.00272164,-0.00400752,0.00905377,-0.00887062,-0.00412959,0.00086700,-0.00674115,-0.00049809,-0.00858806,-0.00449722,0.00018178,0.01646362,0.00156066,-0.00717457,0.00601039,0.01850377,0.00332337,-0.00488723,-0.01554612,0.00283780,-0.00127026,0.00314687,0.00890946,0.01774292,0.01322058,0.00913960,-0.00185744,0.00180707,-0.00070077,-0.00610957,-0.00644592,-0.00155063,0.00039695,0.00216716,0.01155822,0.01722334,-0.01899791,0.00808967,0.00958482,-0.00482032,-0.00130132,0.00755262,-0.01540726,-0.00647550,-0.01722908,0.00835460,0.00174724,0.01052971,0.00983857,0.01598078,0.00154250,0.00990752,0.01190889,0.00105221,-0.00402863,-0.00023507,-0.01063725,0.00792734,0.00437085,0.00227819,-0.00757452,-0.00385356,0.02268695,-0.00845912,-0.01361108,-0.01851649,0.01111206,-0.01295022,-0.00128626,0.00367632,0.00738084,0.02121270,-0.01069650,0.00178279,0.00533121,-0.01595175,0.01401830,-0.01089730,0.00126724,-0.00526189,0.00152144,-0.00234772,-0.01453945,-0.00867363,0.00391964,-0.00925165,-0.00322717,0.01704261,0.00678839,0.02044106,0.00076790,-0.00025125,-0.00370314,0.00208866,-0.01342074,-0.00735951,-0.00245520,0.00856339
1030:0.01267243,-0.00541048,-0.00058979,-0.00611151,0.00406413,-0.01528734,0.00220629,0.00895745,0.00523890,-0.01217759,-0.00031765,-0.00830644,0.00291625,0.01540171,-0.00753758,0.00475595,-0.00102163,0.01156261,-0.00833629,-0.00535344,0.00700284,0.01328115,0.00631710,-0.01320790,-0.00192797,-0.00282083,-0.00011829,0.00369370,0.00041699,-0.01841986,0.00121117,-0.00712391,0.00674546,0.00529494,-0.00710633,0.00378992,-0.00396196,-0.00798631,-0.00410835,0.00091952,-0.00780661,0.01274861,-0.00672397,0.00677902,0.00475923,0.01171870,-0.00413388,-0.00413106,-0.00787676,-0.00035976,0.00489301,0.00824212,0.00161468,0.01858244,-0.00033149,-0.00027008,0.00004005,0.00456986,-0.01217420,-0.01322926,0.00083312,-0.01347100,0.01357955,0.00325356,0.01282886,0.01992381,-0.00633074,0.00522770,-0.00427052,0.00048427,-0.00650646,0.01603707,-0.00923573,-0.00213892,0.00524833,0.00649777,-0.00432377,0.00586152,0.00813770,-0.00090454,-0.00584490,0.00847768,0.01182303,-0.00201983,0.00105483,-0.00573268,-0.00755876,0.00407003,0.00385332,0.00372298,-0.00839737,-0.00210793,0.00256418,-0.00268710,-0.00060652,-0.00703275,0.01316782,-0.00104483,-0.00236601,0.01210665,0.01226286,0.02078546,-0.00786811,-0.00809385,0.00199578,0.00122368,0.00887126,-0.00646289,-0.00463346,0.00032576,-0.00264008,-0.00819463,-0.00440525,0.00021307,0.00063787,-0.00555923,0.00333638,0.01486121,0.00194674,0.00091735,-0.00010130,0.00106187,-0.00545757,0.00593602,-0.00788135,0.00346534,-0.01057323,0.00221240
12:0.00938085,-0.00769575,0.00331135,-0.00424299,-0.00170796,0.00126004,0.00006062,0.01087299,-0.00095553,0.00147903,-0.00368001,-0.00505936,-0.00027490,0.00452837,0.00552951,0.00892916,0.00233442,0.00733928,-0.00621767,-0.00900763,0.00770426,0.00700470,0.00293308,-0.01731402,-0.00608940,0.00620578,0.00317305,0.00018469,-0.00376067,-0.01040364,-0.00601146,-0.01116177,0.00111019,-0.01064648,-0.00770561,-0.00434325,-0.00115826,0.00428653,0.00828020,0.01434752,0.00043914,0.01268708,-0.00372893,-0.00346677,-0.00242026,0.01279091,-0.00725191,0.00448398,-0.01017278,-0.00177744,0.00455445,0.00842366,0.00180910,0.00642178,0.00696197,-0.00284766,-0.00208086,0.00064254,-0.00794323,0.00159980,-0.00393395,-0.00327886,0.00568756,0.00259273,0.01072834,0.01569862,-0.02055076,0.00354557,-0.00724755,-0.00324791,-0.00992365,0.01045887,-0.00363461,-0.00454015,-0.00861187,-0.00409432,-0.00808912,0.00801910,0.00941889,0.00675599,-0.00108855,-0.00192164,0.01527735,0.00093232,-0.00415301,-0.00988593,-0.01114808,0.00641580,0.01649639,0.00294800,-0.00758438,-0.00544024,0.01469351,0.00016066,-0.00700573,-0.01679831,0.00238841,-0.00787501,-0.00739376,0.01296586,0.00744003,0.02059536,-0.00532906,-0.00012909,-0.00828646,-0.00340146,0.00859200,-0.00431911,-0.00221649,-0.01224969,0.01074947,-0.01358367,0.00086690,-0.00778173,-0.00467402,-0.00907617,0.00671618,0.00649993,0.00493251,0.00848501,-0.01274593,-0.00277274,-0.00066488,-0.00013223,0.00015333,0.00086336,0.00092161,-0.00579084
1258:0.00450236,-0.01156314,0.01082215,-0.01061982,-0.00258812,-0.01339559,0.00171990,0.00015990,0.00319840,-0.00244844,0.00710900,-0.01060938,-0.00601119,0.00701792,-0.01046653,0.01602165,-0.00470769,0.00360975,-0.00527478,-0.00806664,0.00979684,0.01848060,-0.00052773,-0.01130265,-0.00877594,-0.00206537,-0.00247584,0.01065146,-0.00292632,-0.01135682,0.00974631,-0.00214469,0.00729671,-0.01513453,0.00158933,0.00357235,-0.00244883,0.00338540,0.00077709,-0.00645279,-0.00146466,0.01039848,-0.00059041,0.00129778,-0.00226818,0.01272877,-0.00134328,0.00183393,-0.01395793,0.00154085,0.00799026,0.00028449,0.00608650,0.01165929,0.00241613,0.00369514,0.00440921,0.00235794,-0.00237753,-0.00794684,0.00375764,-0.00736014,0.01335411,0.00044073,0.01006795,0.01169596,0.00068651,-0.00465612,0.00034898,0.00337996,0.00389663,0.00263783,-0.02227567,-0.00974331,-0.00083938,0.00135126,0.00791448,0.01154620,0.01510929,0.00203378,0.00461474,0.00296031,0.01774342,-0.00200053,-0.00656823,-0.00042156,0.00353189,0.01391215,0.00699409,0.00183380,-0.01409645,-0.00388522,0.00941616,-0.00351292,-0.00541364,-0.00845176,0.01519811,0.00344055,-0.00944307,0.00544546,0.00838473,0.01747423,-0.00338171,-0.00023629,-0.00509676,0.00524873,-0.00403317,-0.00476966,-0.00638253,-0.00179356,0.00149547,0.00157377,-0.00199819,-0.01066849,0.00501333,-0.00682239,-0.00040709,0.00738071,0.01308989,0.00524383,-0.00276866,0.00394518,-0.00796666,0.00453895,0.00105287,-0.00265319,-0.00301213,0.00220507
1255:0.01054328,-0.01906361,0.00566495,-0.00469612,-0.00057488,-0.01504394,0.00155225,0.00659940,-0.00466248,0.00415446,-0.01027270,-0.01240332,-0.00004467,0.00579944,-0.00331441,0.01531842,0.00540302,0.00747305,0.00089563,-0.00193063,0.00352700,0.02094544,-0.00231688,-0.02251559,-0.00302540,-0.00306743,0.00075109,0.00709964,-0.00041720,-0.01340369,-0.00156975,-0.00150559,0.00915485,0.00059010,-0.00044831,-0.00043186,0.00163662,0.00252939,0.00454610,0.00611362,0.00545522,0.01471565,-0.00491781,-0.00293017,-0.00153508,0.01660087,-0.00400642,0.00385369,-0.00989672,0.00161798,0.01028515,0.00830704,0.01058445,0.01599663,0.00667997,0.00474612,-0.00168981,0.00772501,-0.01142384,-0.00003791,0.00317758,-0.01568956,0.01404256,-0.00148275,0.01348202,0.02224474,-0.00738126,-0.00798517,0.00374381,-0.00286210,-0.00587747,0.01187532,-0.02070760,-0.00376924,-0.00291751,-0.00824780,-0.00975994,-0.00278216,0.00187736,0.00036891,0.00200360,0.00875981,0.02254558,-0.00273575,-0.00167566,-0.01042365,0.00116267,0.00868559,0.00237676,0.00258681,-0.02197508,0.00130607,0.00854370,-0.00378926,-0.01412129,-0.01348937,0.01276431,-0.00039864,-0.00407532,0.01920031,0.00539271,0.03144398,0.00059651,-0.00433394,-0.01153804,0.00410334,0.01485021,-0.01140420,-0.00624483,-0.01298729,-0.00981211,-0.01261462,-0.00745619,-0.00169525,0.00232026,-0.01197502,0.01242253,0.03151783,0.00296720,0.01139503,-0.00401661,-0.00893110,0.00104926,-0.00077736,-0.00146937,-0.00007667,0.00096032,0.00103318
1260:0.01191854,-0.00599238,0.00799549,-0.01289827,-0.00879308,-0.01304360,0.00712949,0.00720644,-0.00218097,0.00283212,0.00820199,-0.01567677,0.00255418,0.01676474,-0.00755853,0.00977896,-0.00595960,0.01416456,-0.00694630,-0.02308113,0.01321350,0.01258056,0.00630556,-0.01593662,-0.00662808,-0.00394070,0.00757931,0.00777542,-0.00380358,0.00362312,0.01251966,-0.00714334,0.01083698,-0.01504653,-0.00903529,-0.01024117,-0.00936811,-0.00741689,0.00227485,0.00100810,0.00002580,0.01581689,-0.00004163,-0.01063717,-0.00719007,0.01418102,0.00673747,-0.00999629,-0.00883184,-0.00116214,-0.00404051,0.00978748,0.01380122,0.01086667,0.00565960,0.01365865,-0.01312664,-0.00384814,-0.00372316,0.00588005,0.00406010,-0.00636147,-0.00122030,-0.01719042,0.00127510,0.01584312,-0.01333405,0.00896684,-0.00102746,-0.00792653,-0.00920328,0.01811257,-0.01035724,0.00659871,-0.00751244,-0.00189080,-0.01495040,0.01064064,0.01123082,0.00213124,0.00108890,0.00012297,0.01363207,0.01026092,-0.01055960,0.00466613,-0.00008945,0.00580934,-0.00734460,0.00044893,-0.01463977,-0.01321605,0.00528978,-0.00536484,-0.00512207,-0.00832865,0.01195885,0.00642926,-0.01078638,0.00648598,-0.00935609,0.02811887,-0.01118512,-0.00941711,-0.01753457,0.00062179,0.01003380,-0.00447330,-0.00743979,-0.01379258,-0.00640391,-0.00122214,-0.01595333,-0.00292263,-0.00191984,-0.00990206,-0.00075233,0.01043914,0.02244667,0.01308891,0.00977469,-0.00279876,0.00652790,-0.00247817,-0.00304191,-0.00439177,-0.00021687,0.00183433
